,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2010,2021-03-28,Poland,Andorra,3,0,FIFA World Cup qualification,Warsaw,Poland,False
2011,2021-03-28,San Marino,Hungary,0,3,FIFA World Cup qualification,Serravalle,San Marino,False
2012,2021-03-28,Armenia,Iceland,2,0,FIFA World Cup qualification,Yerevan,Armenia,False
2013,2021-03-28,North Macedonia,Liechtenstein,5,0,FIFA World Cup qualification,Skopje,North Macedonia,False
2014,2021-03-28,Romania,Germany,0,1,FIFA World Cup qualification,Bucharest,Romania,False
2015,2021-03-28,Namibia,Guinea,2,1,African Cup of Nations qualification,Windhoek,Namibia,False
2016,2021-03-28,Mali,Chad,3,0,African Cup of Nations qualification,Bamako,Mali,False
2017,2021-03-28,Ghana,São Tomé and Príncipe,3,1,African Cup of Nations qualification,Cape Coast,Ghana,False
2018,2021-03-28,Sudan,South Africa,2,0,African Cup of Nations qualification,Omdurman,Sudan,False
2019,2021-03-28,Tunisia,Equatorial Guinea,2,1,African Cup of Nations qualification,Radès,Tunisia,False
2020,2021-03-28,Tanzania,Libya,1,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False
2021,2021-03-29,Ecuador,Bolivia,2,1,Friendly,Guayaquil,Ecuador,False
2022,2021-03-29,Kuwait,Lebanon,1,1,Friendly,Dubai,United Arab Emirates,True
2023,2021-03-29,Nepal,Bangladesh,2,1,Friendly,Kathmandu,Nepal,False
2024,2021-03-29,Uzbekistan,Iraq,0,1,Friendly,Tashkent,Uzbekistan,False
2025,2021-03-29,Cayman Islands,Canada,0,11,FIFA World Cup qualification,Bradenton,USA,True
2026,2021-03-29,Burkina Faso,South Sudan,1,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False
2027,2021-03-29,Malawi,Uganda,1,0,African Cup of Nations qualification,Lilongwe,Malawi,False
2028,2021-03-29,Angola,Gabon,2,0,African Cup of Nations qualification,Luanda,Angola,False
2029,2021-03-29,DR Congo,Gambia,1,0,African Cup of Nations qualification,Kinshasa,DR Congo,False
2030,2021-03-29,Togo,Kenya,1,2,African Cup of Nations qualification,Lomé,Togo,False
2031,2021-03-29,Egypt,Comoros,4,0,African Cup of Nations qualification,Cairo,Egypt,False
2032,2021-03-29,Algeria,Botswana,5,0,African Cup of Nations qualification,Algiers,Algeria,False
2033,2021-03-29,Zimbabwe,Zambia,0,2,African Cup of Nations qualification,Harare,Zimbabwe,False
2034,2021-03-29,United Arab Emirates,India,6,0,Friendly,Dubai,United Arab Emirates,False
2035,2021-03-30,Bahrain,Jordan,1,2,Friendly,Riffa,Bahrain,False
2036,2021-03-30,Costa Rica,Mexico,0,1,Friendly,Wiener Neustadt,Austria,True
2037,2021-03-30,Iran,Syria,3,0,Friendly,Tehran,Iran,False
2038,2021-03-30,Republic of Ireland,Qatar,1,1,Friendly,Debrecen,Hungary,True
2039,2021-03-30,Grenada,USA Virgin Islands,1,0,FIFA World Cup qualification,St. George's,Grenada,False
2040,2021-03-30,Bermuda,Aruba,5,0,FIFA World Cup qualification,Bradenton,USA,True
2041,2021-03-30,Saint Vincent and the Grenadines,British Virgin Islands,3,0,FIFA World Cup qualification,Willemstad,Curaçao,True
2042,2021-03-30,Barbados,Anguilla,1,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,True
2043,2021-03-30,Belize,Turks and Caicos Islands,5,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,True
2044,2021-03-30,Guyana,Bahamas,4,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,True
2045,2021-03-30,Azerbaijan,Serbia,1,2,FIFA World Cup qualification,Baku,Azerbaijan,False
2046,2021-03-30,Luxembourg,Portugal,1,3,FIFA World Cup qualification,Luxembourg City,Luxembourg,False
2047,2021-03-30,Wales,Czech Republic,1,0,FIFA World Cup qualification,Cardiff,Wales,False
2048,2021-03-30,Belgium,Belarus,8,0,FIFA World Cup qualification,Leuven,Belgium,False
2049,2021-03-30,Gibraltar,Netherlands,0,7,FIFA World Cup qualification,Gibraltar,Gibraltar,False
2050,2021-03-30,Montenegro,Norway,0,1,FIFA World Cup qualification,Podgorica,Montenegro,False
2051,2021-03-30,Turkey,Latvia,3,3,FIFA World Cup qualification,Istanbul,Turkey,False
2052,2021-03-30,Cyprus,Slovenia,1,0,FIFA World Cup qualification,Nicosia,Cyprus,False
2053,2021-03-30,Croatia,Malta,3,0,FIFA World Cup qualification,Rijeka,Croatia,False
2054,2021-03-30,Slovakia,Russia,2,1,FIFA World Cup qualification,Trnava,Slovakia,False
2055,2021-03-30,Saudi Arabia,Palestine,5,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False
2056,2021-03-30,Japan,Mongolia,14,0,FIFA World Cup qualification,Chiba,Japan,False
2057,2021-03-30,Central African Republic,Mauritania,0,1,African Cup of Nations qualification,Bangui,Central African Republic,False
2058,2021-03-30,Morocco,Burundi,1,0,African Cup of Nations qualification,Rabat,Morocco,False
2059,2021-03-30,Cameroon,Rwanda,0,0,African Cup of Nations qualification,Douala,Cameroon,False
2060,2021-03-30,Mozambique,Cape Verde,0,1,African Cup of Nations qualification,Maputo,Mozambique,False
2061,2021-03-30,Guinea-Bissau,Congo,3,0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False
2062,2021-03-30,Senegal,Eswatini,1,1,African Cup of Nations qualification,Thiès,Senegal,False
2063,2021-03-30,Ivory Coast,Ethiopia,3,1,African Cup of Nations qualification,Abidjan,Ivory Coast,False
2064,2021-03-30,Madagascar,Niger,0,0,African Cup of Nations qualification,Toamasina,Madagascar,False
2065,2021-03-30,Nigeria,Lesotho,3,0,African Cup of Nations qualification,Lagos,Nigeria,False
2066,2021-03-31,Sweden,Estonia,1,0,Friendly,Stockholm,Sweden,False
2067,2021-03-31,Switzerland,Finland,3,2,Friendly,St. Gallen,Switzerland,False
2068,2021-03-31,Spain,Kosovo,3,1,FIFA World Cup qualification,Seville,Spain,False
2069,2021-03-31,Greece,Georgia,1,1,FIFA World Cup qualification,Thessaloniki,Greece,False
2070,2021-03-31,Northern Ireland,Bulgaria,0,0,FIFA World Cup qualification,Belfast,Northern Ireland,False
2071,2021-03-31,Lithuania,Italy,0,2,FIFA World Cup qualification,Vilnius,Lithuania,False
2072,2021-03-31,Bosnia and Herzegovina,France,0,1,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,False
2073,2021-03-31,Ukraine,Kazakhstan,1,1,FIFA World Cup qualification,Kyiv,Ukraine,False
2074,2021-03-31,Scotland,Faroe Islands,4,0,FIFA World Cup qualification,Glasgow,Scotland,False
2075,2021-03-31,Austria,Denmark,0,4,FIFA World Cup qualification,Vienna,Austria,False
2076,2021-03-31,Moldova,Israel,1,4,FIFA World Cup qualification,Chișinău,Moldova,False
2077,2021-03-31,England,Poland,2,1,FIFA World Cup qualification,London,England,False
2078,2021-03-31,Andorra,Hungary,1,4,FIFA World Cup qualification,Andorra la Vella,Andorra,False
2079,2021-03-31,San Marino,Albania,0,2,FIFA World Cup qualification,Serravalle,San Marino,False
2080,2021-03-31,Armenia,Romania,3,2,FIFA World Cup qualification,Yerevan,Armenia,False
2081,2021-03-31,Germany,North Macedonia,1,2,FIFA World Cup qualification,Duisburg,Germany,False
2082,2021-03-31,Liechtenstein,Iceland,1,4,FIFA World Cup qualification,Vaduz,Liechtenstein,False
2083,2021-05-23,Ukraine,Bahrain,1,1,Friendly,Kharkiv,Ukraine,False
2084,2021-05-24,Iraq,Tajikistan,0,0,Friendly,Basra,Iraq,False
2085,2021-05-24,United Arab Emirates,Jordan,5,1,Friendly,Dubai,United Arab Emirates,False
2086,2021-05-25,Indonesia,Afghanistan,2,3,Friendly,Dubai,United Arab Emirates,True
2087,2021-05-25,Oman,Thailand,1,0,Friendly,Dubai,United Arab Emirates,True
2088,2021-05-27,Turkey,Azerbaijan,2,1,Friendly,Alanya,Turkey,False
2089,2021-05-28,Bahrain,Malaysia,2,0,Friendly,Riffa,Bahrain,False
2090,2021-05-28,Italy,San Marino,7,0,Friendly,Cagliari,Italy,False
2091,2021-05-29,Indonesia,Oman,1,3,Friendly,Dubai,United Arab Emirates,True
2092,2021-05-29,Iraq,Nepal,6,2,Friendly,Basra,Iraq,False
2093,2021-05-29,Mexico,Iceland,2,1,Friendly,Arlington,USA,True
2094,2021-05-29,Singapore,Afghanistan,1,1,Friendly,Dubai,United Arab Emirates,True
2095,2021-05-29,Sweden,Finland,2,0,Friendly,Stockholm,Sweden,False
2096,2021-05-29,Thailand,Tajikistan,2,2,Friendly,Sharjah,United Arab Emirates,True
2097,2021-05-30,Malta,Northern Ireland,0,3,Friendly,Klagenfurt,Austria,True
2098,2021-05-30,Switzerland,USA,2,1,Friendly,St. Gallen,Switzerland,False
2099,2021-05-31,Jordan,Vietnam,1,1,Friendly,Sharjah,United Arab Emirates,True
2100,2021-05-31,Turkey,Guinea,0,0,Friendly,Antalya,Turkey,False
2101,2021-06-01,Croatia,Armenia,1,1,Friendly,Velika Gorica,Croatia,False
2102,2021-06-01,Kosovo,San Marino,4,1,Friendly,Pristina,Kosovo,False
2103,2021-06-01,North Macedonia,Slovenia,1,1,Friendly,Skopje,North Macedonia,False
2104,2021-06-01,Poland,Russia,1,1,Friendly,Wrocław,Poland,False
2105,2021-06-01,Slovakia,Bulgaria,1,1,Friendly,Ried im Innkreis,Austria,True
2106,2021-06-01,Lithuania,Estonia,0,1,Baltic Cup,Vilnius,Lithuania,False
2107,2021-06-02,Belarus,Azerbaijan,1,2,Friendly,Minsk,Belarus,False
2108,2021-06-02,Bosnia and Herzegovina,Montenegro,0,0,Friendly,Sarajevo,Bosnia and Herzegovina,False
2109,2021-06-02,England,Austria,1,0,Friendly,London,England,False
2110,2021-06-02,France,Wales,3,0,Friendly,Nice,France,False
2111,2021-06-02,Germany,Denmark,1,1,Friendly,Innsbruck,Austria,True
2112,2021-06-02,Mozambique,Lesotho,5,0,Friendly,Maputo,Mozambique,False
2113,2021-06-02,Netherlands,Scotland,2,2,Friendly,São João da Venda,Portugal,True
2114,2021-06-02,Norway,Luxembourg,1,0,Friendly,Málaga,Spain,True
2115,2021-06-02,Romania,Georgia,1,2,Friendly,Ploiești,Romania,False
2116,2021-06-02,Montserrat,USA Virgin Islands,4,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,True
2117,2021-06-02,Cayman Islands,Aruba,1,3,FIFA World Cup qualification,Bradenton,USA,True
2118,2021-06-02,Cuba,British Virgin Islands,5,0,FIFA World Cup qualification,Guatemala City,Guatemala,True
2119,2021-06-02,Dominica,Anguilla,3,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,True
2120,2021-06-02,Puerto Rico,Bahamas,7,0,FIFA World Cup qualification,Mayagüez,Puerto Rico,False
2121,2021-06-03,Algeria,Mauritania,4,1,Friendly,Blida,Algeria,False
2122,2021-06-03,Andorra,Republic of Ireland,1,4,Friendly,Andorra la Vella,Andorra,False
2123,2021-06-03,Belgium,Greece,1,1,Friendly,Brussels,Belgium,False
2124,2021-06-03,Switzerland,Liechtenstein,7,0,Friendly,St. Gallen,Switzerland,False
2125,2021-06-03,Turkey,Moldova,2,0,Friendly,Paderborn,Germany,True
2126,2021-06-03,Ukraine,Northern Ireland,1,0,Friendly,Dnipro,Ukraine,False
2127,2021-06-03,Mexico,Costa Rica,0,0,CONCACAF Nations League,Denver,USA,True
2128,2021-06-03,USA,Honduras,1,0,CONCACAF Nations League,Denver,USA,False
2129,2021-06-03,Nepal,Taiwan,2,0,FIFA World Cup qualification,Kuwait City,Kuwait,True
2130,2021-06-03,Iran,Hong Kong,3,1,FIFA World Cup qualification,Arad,Iran,False
2131,2021-06-03,Bahrain,Cambodia,8,0,FIFA World Cup qualification,Riffa,Bahrain,False
2132,2021-06-03,Palestine,Singapore,4,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,True
2133,2021-06-03,Bangladesh,Afghanistan,1,1,FIFA World Cup qualification,Doha,Qatar,True
2134,2021-06-03,United Arab Emirates,Malaysia,4,0,FIFA World Cup qualification,Dubai,United Arab Emirates,False
2135,2021-06-03,Thailand,Indonesia,2,2,FIFA World Cup qualification,Dubai,United Arab Emirates,True
2136,2021-06-03,Bolivia,Venezuela,3,1,FIFA World Cup qualification,La Paz,Bolivia,False
2137,2021-06-03,Uruguay,Paraguay,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False
2138,2021-06-03,Argentina,Chile,1,1,FIFA World Cup qualification,Santiago del Estero,Argentina,False
2139,2021-06-03,Peru,Colombia,0,3,FIFA World Cup qualification,Lima,Peru,False
2140,2021-06-03,Kuwait,Australia,0,3,FIFA World Cup qualification,Kuwait City,Kuwait,False
2141,2021-06-03,Qatar,India,1,0,FIFA World Cup qualification,Doha,Qatar,False
2142,2021-06-04,Faroe Islands,Iceland,0,1,Friendly,Tórshavn,Faroe Islands,False
2143,2021-06-04,Finland,Estonia,0,1,Friendly,Helsinki,Finland,False
2144,2021-06-04,Hungary,Cyprus,1,0,Friendly,Budapest,Hungary,False
2145,2021-06-04,Italy,Czech Republic,4,0,Friendly,Bologna,Italy,False
2146,2021-06-04,Kosovo,Malta,2,1,Friendly,Klagenfurt,Austria,True
2147,2021-06-04,Nigeria,Cameroon,0,1,Friendly,Wiener Neustadt,Austria,True
2148,2021-06-04,North Macedonia,Kazakhstan,4,0,Friendly,Skopje,North Macedonia,False
2149,2021-06-04,Rwanda,Central African Republic,2,0,Friendly,Kigali,Rwanda,False
2150,2021-06-04,Slovenia,Gibraltar,6,0,Friendly,Koper,Slovenia,False
2151,2021-06-04,Spain,Portugal,0,0,Friendly,Madrid,Spain,False
2152,2021-06-04,Latvia,Lithuania,3,1,Baltic Cup,Riga,Latvia,False
2153,2021-06-04,Maldives,Syria,0,4,FIFA World Cup qualification,Sharjah,United Arab Emirates,True
2154,2021-06-04,Antigua and Barbuda,Grenada,1,0,FIFA World Cup qualification,North Sound,Antigua and Barbuda,False
2155,2021-06-04,Suriname,Bermuda,6,0,FIFA World Cup qualification,Paramaribo,Suriname,False
2156,2021-06-04,Guatemala,Saint Vincent and the Grenadines,10,0,FIFA World Cup qualification,Guatemala City,Guatemala,False
2157,2021-06-04,Dominican Republic,Barbados,1,1,FIFA World Cup qualification,Santo Domingo,Dominican Republic,False
2158,2021-06-04,Nicaragua,Belize,3,0,FIFA World Cup qualification,Managua,Nicaragua,False
2159,2021-06-04,Saint Kitts and Nevis,Guyana,3,0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False
2160,2021-06-04,Brazil,Ecuador,2,0,FIFA World Cup qualification,Porto Alegre,Brazil,False
2161,2021-06-05,Guinea,Togo,0,2,Friendly,Antalya,Turkey,True
2162,2021-06-05,Ivory Coast,Burkina Faso,2,1,Friendly,Abidjan,Ivory Coast,False
2163,2021-06-05,Montenegro,Israel,1,3,Friendly,Podgorica,Montenegro,False
2164,2021-06-05,Niger,Gambia,0,2,Friendly,Antalya,Turkey,True
2165,2021-06-05,Russia,Bulgaria,1,0,Friendly,Moscow,Russia,False
2166,2021-06-05,Senegal,Zambia,3,1,Friendly,Thiès,Senegal,False
2167,2021-06-05,Sweden,Armenia,3,1,Friendly,Stockholm,Sweden,False
2168,2021-06-05,Tunisia,DR Congo,1,0,Friendly,Radès,Tunisia,False
2169,2021-06-05,Wales,Albania,0,0,Friendly,Cardiff,Wales,False
2170,2021-06-05,Saudi Arabia,Yemen,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False
2171,2021-06-05,Lebanon,Sri Lanka,3,2,FIFA World Cup qualification,Goyang,South Korea,True
2172,2021-06-05,South Korea,Turkmenistan,5,0,FIFA World Cup qualification,Goyang,South Korea,False
2173,2021-06-05,USA Virgin Islands,El Salvador,0,7,FIFA World Cup qualification,Saint Croix,USA Virgin Islands,False
2174,2021-06-05,Aruba,Canada,0,7,FIFA World Cup qualification,Bradenton,USA,True
2175,2021-06-05,British Virgin Islands,Curaçao,0,8,FIFA World Cup qualification,Guatemala City,Guatemala,True
2176,2021-06-05,Panama,Anguilla,13,0,FIFA World Cup qualification,Panama City,Panama,False
2177,2021-06-05,Turks and Caicos Islands,Haiti,0,10,FIFA World Cup qualification,Providenciales,Turks and Caicos Islands,False
2178,2021-06-05,Bahamas,Trinidad and Tobago,0,0,FIFA World Cup qualification,Nassau,Bahamas,False
2179,2021-06-06,Algeria,Mali,1,0,Friendly,Blida,Algeria,False
2180,2021-06-06,Austria,Slovakia,0,0,Friendly,Vienna,Austria,False
2181,2021-06-06,Belgium,Croatia,1,0,Friendly,Brussels,Belgium,False
2182,2021-06-06,Denmark,Bosnia and Herzegovina,2,0,Friendly,Brondbyvester,Denmark,False
2183,2021-06-06,England,Romania,1,0,Friendly,London,England,False
2184,2021-06-06,Luxembourg,Scotland,0,1,Friendly,Luxembourg City,Luxembourg,False
2185,2021-06-06,Moldova,Azerbaijan,1,0,Friendly,Chișinău,Moldova,False
2186,2021-06-06,Netherlands,Georgia,3,0,Friendly,Enschede,Netherlands,False
2187,2021-06-06,Norway,Greece,1,2,Friendly,Málaga,Spain,True
2188,2021-06-06,Honduras,Costa Rica,2,2,CONCACAF Nations League,Denver,USA,True
2189,2021-06-06,USA,Mexico,3,2,CONCACAF Nations League,Denver,USA,False
2190,2021-06-07,Andorra,Gibraltar,0,0,Friendly,Andorra la Vella,Andorra,False
2191,2021-06-07,Faroe Islands,Liechtenstein,5,1,Friendly,Tórshavn,Faroe Islands,False
2192,2021-06-07,Germany,Latvia,7,1,Friendly,Düsseldorf,Germany,False
2193,2021-06-07,Rwanda,Central African Republic,5,0,Friendly,Kigali,Rwanda,False
2194,2021-06-07,Serbia,Jamaica,1,1,Friendly,Miki,Japan,True
2195,2021-06-07,Ukraine,Cyprus,4,0,Friendly,Kharkiv,Ukraine,False
2196,2021-06-07,Guam,Syria,0,3,FIFA World Cup qualification,Sharjah,United Arab Emirates,True
2197,2021-06-07,China PR,Philippines,2,0,FIFA World Cup qualification,Sharjah,United Arab Emirates,True
2198,2021-06-07,Nepal,Jordan,0,3,FIFA World Cup qualification,Kuwait City,Kuwait,True
2199,2021-06-07,Australia,Taiwan,5,1,FIFA World Cup qualification,Kuwait City,Kuwait,True
2200,2021-06-07,Iraq,Cambodia,4,1,FIFA World Cup qualification,Arad,Iran,True
2201,2021-06-07,Uzbekistan,Singapore,5,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,True
2202,2021-06-07,Bangladesh,India,0,2,FIFA World Cup qualification,Doha,Qatar,True
2203,2021-06-07,Kyrgyzstan,Mongolia,0,1,FIFA World Cup qualification,Osaka,Japan,True
2204,2021-06-07,Japan,Tajikistan,4,1,FIFA World Cup qualification,Suita,Japan,False
2205,2021-06-07,United Arab Emirates,Thailand,3,1,FIFA World Cup qualification,Dubai,United Arab Emirates,False
2206,2021-06-07,Vietnam,Indonesia,4,0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
2207,2021-06-07,Bahrain,Iran,0,3,FIFA World Cup qualification,Riffa,Bahrain,False
2208,2021-06-07,Qatar,Oman,1,0,FIFA World Cup qualification,Doha,Qatar,False
2209,2021-06-08,Benin,Zambia,2,2,Friendly,Cotonou,Benin,False
2210,2021-06-08,Cameroon,Nigeria,0,0,Friendly,Wiener Neustadt,Austria,True
2211,2021-06-08,Czech Republic,Albania,3,1,Friendly,Prague,Czech Republic,False
2212,2021-06-08,France,Bulgaria,3,0,Friendly,Paris,France,False
2213,2021-06-08,Gambia,Togo,1,0,Friendly,Antalya,Turkey,True
2214,2021-06-08,Hungary,Republic of Ireland,0,0,Friendly,Budapest,Hungary,False
2215,2021-06-08,Kosovo,Guinea,1,2,Friendly,Antalya,Turkey,True
2216,2021-06-08,Morocco,Ghana,1,0,Friendly,Rabat,Morocco,False
2217,2021-06-08,Mozambique,Eswatini,1,1,Friendly,Maputo,Mozambique,False
2218,2021-06-08,Poland,Iceland,2,2,Friendly,Poznań,Poland,False
2219,2021-06-08,Senegal,Cape Verde,2,0,Friendly,Thiès,Senegal,False
2220,2021-06-08,Spain,Lithuania,4,0,Friendly,Leganés,Spain,False
2221,2021-06-08,Grenada,Montserrat,1,2,FIFA World Cup qualification,St. George's,Grenada,False
2222,2021-06-08,El Salvador,Antigua and Barbuda,3,0,FIFA World Cup qualification,San Salvador,El Salvador,False
2223,2021-06-08,Canada,Suriname,4,0,FIFA World Cup qualification,Bridgeview,USA,True
2224,2021-06-08,Bermuda,Cayman Islands,1,1,FIFA World Cup qualification,Bradenton,USA,True
2225,2021-06-08,Saint Vincent and the Grenadines,Cuba,0,1,FIFA World Cup qualification,St. George's,Grenada,True
2226,2021-06-08,Curaçao,Guatemala,0,0,FIFA World Cup qualification,Willemstad,Curaçao,False
2227,2021-06-08,Barbados,Dominica,1,1,FIFA World Cup qualification,Santo Domingo,Dominican Republic,True
2228,2021-06-08,Panama,Dominican Republic,3,0,FIFA World Cup qualification,Panama City,Panama,False
2229,2021-06-08,Haiti,Nicaragua,1,0,FIFA World Cup qualification,Port-au-Prince,Haiti,False
2230,2021-06-08,Guyana,Puerto Rico,0,2,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,True
2231,2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,2,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,True
2232,2021-06-08,Ecuador,Peru,1,2,FIFA World Cup qualification,Quito,Ecuador,False
2233,2021-06-08,Colombia,Argentina,2,2,FIFA World Cup qualification,Barranquilla,Colombia,False
2234,2021-06-08,Venezuela,Uruguay,0,0,FIFA World Cup qualification,Caracas,Venezuela,False
2235,2021-06-08,Paraguay,Brazil,0,2,FIFA World Cup qualification,Asunción,Paraguay,False
2236,2021-06-08,Chile,Bolivia,1,1,FIFA World Cup qualification,Santiago,Chile,False
2237,2021-06-09,Turkmenistan,Lebanon,3,2,FIFA World Cup qualification,Goyang,South Korea,True
2238,2021-06-09,Niger,Congo,0,1,Friendly,Antalya,Turkey,True
2239,2021-06-09,Portugal,Israel,4,0,Friendly,Lisbon,Portugal,False
2240,2021-06-09,USA,Costa Rica,4,0,Friendly,Sandy,USA,False
2241,2021-06-09,South Korea,Sri Lanka,5,0,FIFA World Cup qualification,Goyang,South Korea,False
2242,2021-06-10,Estonia,Latvia,2,1,Baltic Cup,Tallinn,Estonia,False
2243,2021-06-10,South Africa,Uganda,3,2,Friendly,Johannesburg,South Africa,False
2244,2021-06-11,Philippines,Guam,3,0,FIFA World Cup qualification,Sharjah,United Arab Emirates,True
2245,2021-06-11,China PR,Maldives,5,0,FIFA World Cup qualification,Sharjah,United Arab Emirates,True
2246,2021-06-11,Nepal,Australia,0,3,FIFA World Cup qualification,Kuwait City,Kuwait,True
2247,2021-06-11,Kuwait,Jordan,0,0,FIFA World Cup qualification,Kuwait City,Kuwait,False
2248,2021-06-11,Cambodia,Iran,0,10,FIFA World Cup qualification,Isa Town,Bahrain,True
2249,2021-06-11,Hong Kong,Iraq,0,1,FIFA World Cup qualification,Arad,Iran,True
2250,2021-06-11,Yemen,Uzbekistan,0,1,FIFA World Cup qualification,Riyadh,Saudi Arabia,True
2251,2021-06-11,Afghanistan,Oman,1,2,FIFA World Cup qualification,Doha,Qatar,True
2252,2021-06-11,Myanmar,Kyrgyzstan,1,8,FIFA World Cup qualification,Osaka,Japan,True
2253,2021-06-11,Malaysia,Vietnam,1,2,FIFA World Cup qualification,Dubai,United Arab Emirates,True
2254,2021-06-11,Japan,Serbia,1,0,Kirin Challenge Cup,Kobe,Japan,False
2255,2021-06-11,DR Congo,Mali,1,1,Friendly,Radès,Tunisia,True
2256,2021-06-11,Guinea,Niger,2,1,Friendly,Antalya,Turkey,True
2257,2021-06-11,Kosovo,Gambia,1,0,Friendly,Antalya,Turkey,True
2258,2021-06-11,Mauritania,Liberia,1,0,Friendly,Tunis,Tunisia,True
2259,2021-06-11,Tunisia,Algeria,0,2,Friendly,Radès,Tunisia,False
2260,2021-06-11,Italy,Turkey,3,0,UEFA Euro,Rome,Italy,False
2261,2021-06-11,Saudi Arabia,Singapore,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False
2262,2021-06-11,United Arab Emirates,Indonesia,5,0,FIFA World Cup qualification,Dubai,United Arab Emirates,False
2263,2021-06-12,Haiti,Canada,0,1,FIFA World Cup qualification,Port-au-Prince,Haiti,False
2264,2021-06-12,Panama,Curaçao,2,1,FIFA World Cup qualification,Panama City,Panama,False
2265,2021-06-12,Saint Kitts and Nevis,El Salvador,0,4,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False
2266,2021-06-12,Ghana,Ivory Coast,0,0,Friendly,Cape Coast,Ghana,False
2267,2021-06-12,Mexico,Honduras,0,0,Friendly,Atlanta,USA,True
2268,2021-06-12,Morocco,Burkina Faso,1,0,Friendly,Rabat,Morocco,False
2269,2021-06-12,Wales,Switzerland,1,1,UEFA Euro,Cardiff,Wales,False
2270,2021-06-12,Denmark,Finland,0,1,UEFA Euro,Copenhagen,Denmark,False
2271,2021-06-12,Russia,Belgium,0,3,UEFA Euro,Saint Petersburg,Russia,False
2272,2021-06-13,South Korea,Lebanon,2,1,FIFA World Cup qualification,Goyang,South Korea,False
2273,2021-06-13,Sudan,Zambia,0,1,Friendly,Omdurman,Sudan,False
2274,2021-06-13,Tanzania,Malawi,2,0,Friendly,Dar es Salaam,Tanzania,False
2275,2021-06-13,Austria,North Macedonia,3,1,UEFA Euro,Bucharest,Romania,True
2276,2021-06-13,Netherlands,Ukraine,3,2,UEFA Euro,Amsterdam,Netherlands,False
2277,2021-06-13,England,Croatia,1,0,UEFA Euro,London,England,False
2278,2021-06-13,Brazil,Venezuela,3,0,Copa América,Brasília,Brazil,False
2279,2021-06-13,Colombia,Ecuador,1,0,Copa América,Cuiabá,Brazil,True
2280,2021-06-14,Libya,Liberia,0,1,Friendly,Tunis,Tunisia,True
2281,2021-06-14,Scotland,Czech Republic,0,2,UEFA Euro,Glasgow,Scotland,False
2282,2021-06-14,Poland,Slovakia,1,2,UEFA Euro,Saint Petersburg,Russia,True
2283,2021-06-14,Spain,Sweden,0,0,UEFA Euro,Seville,Spain,False
2284,2021-06-14,Argentina,Chile,1,1,Copa América,Rio de Janeiro,Brazil,True
2285,2021-06-14,Paraguay,Bolivia,3,1,Copa América,Goiânia,Brazil,True
2286,2021-06-15,Philippines,Maldives,1,1,FIFA World Cup qualification,Suzhou,China PR,True
2287,2021-06-15,China PR,Syria,3,1,FIFA World Cup qualification,Suzhou,China PR,False
2288,2021-06-15,Australia,Jordan,1,0,FIFA World Cup qualification,Kuwait City,Kuwait,True
2289,2021-06-15,Bahrain,Hong Kong,4,0,FIFA World Cup qualification,Riffa,Bahrain,False
2290,2021-06-15,Iran,Iraq,1,0,FIFA World Cup qualification,Arad,Iran,False
2291,2021-06-15,Palestine,Yemen,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,True
2292,2021-06-15,Saudi Arabia,Uzbekistan,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False
2293,2021-06-15,Bangladesh,Oman,0,3,FIFA World Cup qualification,Doha,Qatar,True
2294,2021-06-15,India,Afghanistan,1,1,FIFA World Cup qualification,Doha,Qatar,True
2295,2021-06-15,Tajikistan,Myanmar,4,0,FIFA World Cup qualification,Osaka,Japan,True
2296,2021-06-15,Japan,Kyrgyzstan,5,1,FIFA World Cup qualification,Suita,Japan,False
2297,2021-06-15,Thailand,Malaysia,0,1,FIFA World Cup qualification,Dubai,United Arab Emirates,True
2298,2021-06-15,United Arab Emirates,Vietnam,3,2,FIFA World Cup qualification,Dubai,United Arab Emirates,False
2299,2021-06-15,Canada,Haiti,3,0,FIFA World Cup qualification,Bridgeview,USA,True
2300,2021-06-15,Curaçao,Panama,0,0,FIFA World Cup qualification,Willemstad,Curaçao,False
